AthleteCode,PrintName,FamilyName,GivenName,GenderCode,OrganisationCode,DisciplineCode,EventEntry,event_count,Id_x,CHI_Description_x,Id_y,CHI_Description_y
ROWWS0051411,陈云霞,陈云霞,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",3,ROW,赛艇,SHH,上海
ROWWS0051414,代露露,代露露,,2,SHH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051431,黄开凤,黄开凤,,2,SHH,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,SHH,上海
ROWWS0051440,马言慧,马言慧,,2,SHH,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,SHH,上海
ROWWS0051445,钱晓能,钱晓能,,2,SHH,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHH,上海
ROWWS0051461,徐子琪,徐子琪,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051469,张海蓉,张海蓉,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051471,张灵,张灵,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",3,ROW,赛艇,SHH,上海
ROWWS0051473,张书贤,张书贤,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051476,张祥雨,张祥雨,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL2-L----------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051481,赵颖,赵颖,,2,SHH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051487,周梓泉,周梓泉,,2,SHH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0051488,朱贻青,朱贻青,,2,SHH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHH,上海
ROWWS0054464,白雪,白雪,,2,JIS,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054471,程嫣然,程嫣然,,2,JIS,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054476,顾爱妮,顾爱妮,,2,JIS,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054478,何一鸣,何一鸣,,2,JIS,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054484,李霞,李霞,,2,JIS,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,JIS,江苏
ROWWS0054493,骆婷婷,骆婷婷,,2,JIS,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054502,汤永娜,汤永娜,,2,JIS,ROW,[],0,ROW,赛艇,JIS,江苏
ROWWS0054503,田华,田华,,2,JIS,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054512,王艳荣,王艳荣,,2,JIS,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054513,王雨舟,王雨舟,,2,JIS,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054515,韦仕婷,韦仕婷,,2,JIS,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,JIS,江苏
ROWWS0054517,吴梦瑶,吴梦瑶,,2,JIS,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0054518,徐懿汐,徐懿汐,,2,JIS,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,JIS,江苏
ROWWS0054526,郑佳瑶,郑佳瑶,,2,JIS,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,JIS,江苏
ROWWS0054528,朱韦伟,朱韦伟,,2,JIS,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,JIS,江苏
ROWWS0061097,陈佳敏,陈佳敏,,2,ZHJ,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061103,陈茜茜,陈茜茜,,2,ZHJ,ROW,[],0,ROW,赛艇,ZHJ,浙江
ROWWS0061117,褚静蓉,褚静蓉,,2,ZHJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061121,董郗娅,董郗娅,,2,ZHJ,ROW,"[{'EventCode': 'ROWWCOXED8------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061129,范逸婷,范逸婷,,2,ZHJ,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061174,李丹,李丹,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061183,林美炫,林美炫,,2,ZHJ,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061211,潘旦旦,潘旦旦,,2,ZHJ,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061233,舒燿云,舒燿云,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061236,孙红静,孙红静,,2,ZHJ,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061237,孙铭霞,孙铭霞,,2,ZHJ,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061261,闻嘉奕,闻嘉奕,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061289,许诗蓓,许诗蓓,,2,ZHJ,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061292,宣旭莲,宣旭莲,,2,ZHJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061296,薛静波,薛静波,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061299,杨秋英,杨秋英,,2,ZHJ,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0061309,叶依妮,叶依妮,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061333,张文霞,张文霞,,2,ZHJ,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061335,张燕华,张燕华,,2,ZHJ,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ZHJ,浙江
ROWWS0061355,邹佳琪,邹佳琪,,2,ZHJ,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,ZHJ,浙江
ROWWS0066225,高振云,高振云,,2,ANH,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,ANH,安徽
ROWWS0066237,李慧,李慧,,2,ANH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066238,李慧茹,李慧茹,,2,ANH,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,ANH,安徽
ROWWS0066254,毛梓羽,毛梓羽,,2,ANH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066257,彭如梦,彭如梦,,2,ANH,ROW,[],0,ROW,赛艇,ANH,安徽
ROWWS0066260,任晚宁,任晚宁,,2,ANH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066263,施雨,施雨,,2,ANH,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,ANH,安徽
ROWWS0066289,许婕,许婕,,2,ANH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066298,俞思源,俞思源,,2,ANH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066300,张国婷,张国婷,,2,ANH,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066313,赵星月,赵星月,,2,ANH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0066318,庄楚楚,庄楚楚,,2,ANH,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,ANH,安徽
ROWWS0068313,段静莉,段静莉,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068332,韩香悦,韩香悦,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068366,赖玮娟,赖玮娟,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068395,刘燕珍,刘燕珍,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068400,柳华津,柳华津,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068404,马坤硕,马坤硕,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068437,王欢,王欢,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068438,王佳音,王佳音,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068463,吴雪滢,吴雪滢,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068467,夏珂珂,夏珂珂,,2,FUJ,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,FUJ,福建
ROWWS0068522,张银丹,张银丹,,2,FUJ,ROW,[],0,ROW,赛艇,FUJ,福建
ROWWS0071236,曹欣婷,曹欣婷,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071243,傅宇昕,傅宇昕,,2,JIX,ROW,[],0,ROW,赛艇,JIX,江西
ROWWS0071248,胡江俐,胡江俐,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071249,胡雅婷,胡雅婷,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071251,黄嘉艳,黄嘉艳,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071253,黄一帆,黄一帆,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071259,李琰,李琰,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071263,廖珈檬,廖珈檬,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071265,刘学仁,刘学仁,,2,JIX,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071269,陆师师,陆师师,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071279,涂佳盈,涂佳盈,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071284,王青,王青,,2,JIX,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071285,王玉洁,王玉洁,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071287,吴伊慧,吴伊慧,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071288,肖雯,肖雯,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071291,谢伶俐,谢伶俐,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071302,杨瑶瑶,杨瑶瑶,,2,JIX,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,JIX,江西
ROWWS0071307,曾媛媛,曾媛媛,,2,JIX,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071314,钟月,钟月,,2,JIX,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0071315,周佳惠,周佳惠,,2,JIX,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,JIX,江西
ROWWS0078129,陈翠明,陈翠明,,2,SHD,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078130,陈佳男,陈佳男,,2,SHD,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078149,甘霖,甘霖,,2,SHD,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078152,郭淋淋,郭淋淋,,2,SHD,ROW,"[{'EventCode': 'ROWWCOXED8------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078159,江燕,江燕,,2,SHD,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078181,刘金超,刘金超,,2,SHD,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078187,刘晓鑫,刘晓鑫,,2,SHD,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",3,ROW,赛艇,SHD,山东
ROWWS0078188,刘欣彤,刘欣彤,,2,SHD,ROW,[{'EventCode': 'ROWMCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078192,鲁诗雨,鲁诗雨,,2,SHD,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078195,吕明斐,吕明斐,,2,SHD,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078208,孙凤娇,孙凤娇,,2,SHD,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078222,王婷婷,王婷婷,,2,SHD,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078238,徐霄韩,徐霄韩,,2,SHD,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078243,薛丹,薛丹,,2,SHD,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078244,闫胜男,闫胜男,,2,SHD,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078248,殷硕,殷硕,,2,SHD,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078256,于雯,于雯,,2,SHD,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078264,张敏,张敏,,2,SHD,ROW,"[{'EventCode': 'ROWWCOXED8------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078272,张馨月,张馨月,,2,SHD,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078273,张旋,张旋,,2,SHD,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078276,张玉婷,张玉婷,,2,SHD,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078283,赵梦,赵梦,,2,SHD,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,SHD,山东
ROWWS0078284,赵明炜,赵明炜,,2,SHD,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0078295,周孜雯,周孜雯,,2,SHD,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,SHD,山东
ROWWS0094372,程梦寅,程梦寅,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094374,崔佳宁,崔佳宁,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094376,代梦瑶,代梦瑶,,2,HEN,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094380,冯世月,冯世月,,2,HEN,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094382,龚玉威,龚玉威,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL4------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094393,库玉婷,库玉婷,,2,HEN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094410,刘又菲,刘又菲,,2,HEN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094413,吕扬,吕扬,,2,HEN,ROW,"[{'EventCode': 'ROWWSCULL4------------------------'}, {'EventCode': 'ROWWSCULL1------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094429,孙志薇,孙志薇,,2,HEN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094431,唐楠楠,唐楠楠,,2,HEN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094433,王飞,王飞,,2,HEN,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094435,王佳佳,王佳佳,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094443,王秋骏,王秋骏,,2,HEN,ROW,[],0,ROW,赛艇,HEN,河南
ROWWS0094448,吴强,吴强,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094453,邢新茹,邢新茹,,2,HEN,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094456,徐婷婷,徐婷婷,,2,HEN,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094459,许盈盈,许盈盈,,2,HEN,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094462,杨怡欣,杨怡欣,,2,HEN,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094474,张燕,张燕,,2,HEN,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWCOXED8------------------------'}]",2,ROW,赛艇,HEN,河南
ROWWS0094479,赵旋伊,赵旋伊,,2,HEN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0094483,郑路遥,郑路遥,,2,HEN,ROW,[{'EventCode': 'ROWMCOXED8------------------------'}],1,ROW,赛艇,HEN,河南
ROWWS0103326,付慧敏,付慧敏,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103327,甘园园,甘园园,,2,HUB,ROW,[{'EventCode': 'ROWWSCULL2-L----------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103332,侯勤月,侯勤月,,2,HUB,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103337,巨蕊,巨蕊,,2,HUB,ROW,"[{'EventCode': 'ROWWCOXED8------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,HUB,湖北
ROWWS0103340,李路文,李路文,,2,HUB,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103342,李倩,李倩,,2,HUB,ROW,[],0,ROW,赛艇,HUB,湖北
ROWWS0103346,李莹莹,李莹莹,,2,HUB,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103347,林心玉,林心玉,,2,HUB,ROW,"[{'EventCode': 'ROWWNOCOX4------------------------'}, {'EventCode': 'ROWWNOCOX2------------------------'}]",2,ROW,赛艇,HUB,湖北
ROWWS0103354,石红美,石红美,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103356,宋佳怿,宋佳怿,,2,HUB,ROW,[{'EventCode': 'ROWMCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103357,孙静,孙静,,2,HUB,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103363,王潇,王潇,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103367,卫文琳,卫文琳,,2,HUB,ROW,[{'EventCode': 'ROWWNOCOX4------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103368,吴咏梅,吴咏梅,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103371,谢韵钦,谢韵钦,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103375,杨榕榕,杨榕榕,,2,HUB,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0103378,张馨月,张馨月,,2,HUB,ROW,[{'EventCode': 'ROWWSCULL1------------------------'}],1,ROW,赛艇,HUB,湖北
ROWWS0109090,季晓阳,季晓阳,,2,HUN,ROW,[],0,ROW,赛艇,HUN,湖南
ROWWS0109092,教斯羽,教斯羽,,2,HUN,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,HUN,湖南
ROWWS0109093,旷明娜,旷明娜,,2,HUN,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,HUN,湖南
ROWWS0109099,刘颖,刘颖,,2,HUN,ROW,"[{'EventCode': 'ROWWSCULL2------------------------'}, {'EventCode': 'ROWWSCULL4------------------------'}]",2,ROW,赛艇,HUN,湖南
ROWWS0109101,倪诗林,倪诗林,,2,HUN,ROW,[{'EventCode': 'ROWWNOCOX2------------------------'}],1,ROW,赛艇,HUN,湖南
ROWWS0109105,唐仟,唐仟,,2,HUN,ROW,[{'EventCode': 'ROWWSCULL2------------------------'}],1,ROW,赛艇,HUN,湖南
ROWWS0109106,王宇微,王宇微,,2,HUN,ROW,[{'EventCode': 'ROWWCOXED8------------------------'}],1,ROW,赛艇,HUN,湖南
